2020-03-26	49	25	37.0	-9.8	28	0	0.00	0.0	0
2020-03-27	50	26	38.0	-9.0	27	0	0.00	0.0	0
2020-03-28	57	35	46.0	-1.2	19	0	0.00	0.0	0
2020-03-29	55	42	48.5	1.1	16	0	0.10	0.0	0
2020-03-30	54	43	48.5	0.9	16	0	0.03	0.0	0
2020-03-31	53	37	45.0	-2.7	20	0	0.44	0.0	0
2020-04-01	46	31	38.5	-9.4	26	0	T	T	0
2020-04-02	47	25	36.0	-12.1	29	0	0.00	0.0	0
2020-04-03	52	29	40.5	-7.7	24	0	0.00	0.0	0
2020-04-04	60	29	44.5	-3.9	20	0	0.05	0.0	0
2020-04-05	61	42	51.5	2.9	13	0	0.16	0.0	0
2020-04-06	62	40	51.0	2.2	14	0	0.00	0.0	0
2020-04-07	66	39	52.5	3.6	12	0	0.00	0.0	0
2020-04-08	71	40	55.5	6.4	9	0	0.00	0.0	0
2020-04-09	71	39	55.0	5.7	10	0	0.00	0.0	0
2020-04-10	71	46	58.5	9.0	6	0	0.00	0.0	0
2020-04-11	65	42	53.5	3.8	11	0	0.00	0.0	0
2020-04-12	54	33	43.5	-6.4	21	0	0.00	0.0	0
2020-04-13	52	28	40.0	-10.1	25	0	0.00	0.0	0
2020-04-14	61	30	45.5	-4.8	19	0	0.00	0.0	0
2020-04-15	62	43	52.5	2.0	12	0	0.02	0.0	0
2020-04-16	55	37	46.0	-4.7	19	0	0.00	0.0	0
