2020-03-28	51	41	46.0	7.6	19	0	0.45	0.0	0
2020-03-29	74	46	60.0	21.2	5	0	0.36	0.0	0
2020-03-30	49	40	44.5	5.3	20	0	0.13	0.0	0
2020-03-31	47	40	43.5	3.9	21	0	0.01	0.0	0
2020-04-01	50	34	42.0	2.0	23	0	0.00	0.0	0
2020-04-02	56	37	46.5	6.1	18	0	0.00	0.0	0
2020-04-03	47	37	42.0	1.2	23	0	0.06	0.0	0
2020-04-04	57	41	49.0	7.8	16	0	0.02	0.0	0
2020-04-05	53	37	45.0	3.4	20	0	0.02	0.0	0
2020-04-06	52	31	41.5	-0.5	23	0	0.00	0.0	0
2020-04-07	64	40	52.0	9.5	13	0	0.29	0.0	0
2020-04-08	51	41	46.0	3.1	19	0	0.00	0.0	0
2020-04-09	47	33	40.0	-3.3	25	0	0.24	0.5	0
2020-04-10	43	33	38.0	-5.7	27	0	0.01	0.4	T
2020-04-11	44	31	37.5	-6.6	27	0	0.00	0.0	0
2020-04-12	66	37	51.5	7.0	13	0	T	0.0	0
2020-04-13	64	41	52.5	7.6	12	0	0.81	0.0	0
2020-04-14	42	33	37.5	-7.9	27	0	T	T	0
2020-04-15	41	29	35.0	-10.8	30	0	0.18	1.7	0
2020-04-16	37	25	31.0	-15.2	34	0	0.02	0.6	1
