2020-03-27	88	72	80.0	6.5	0	15	0.00	0.0	0
2020-03-28	84	71	77.5	3.9	0	13	0.00	0.0	0
2020-03-29	86	74	80.0	6.3	0	15	0.00	0.0	0
2020-03-30	88	75	81.5	7.7	0	17	0.00	0.0	0
2020-03-31	92	74	83.0	9.1	0	18	0.00	0.0	0
2020-04-01	88	72	80.0	6.0	0	15	0.12	0.0	0
2020-04-02	81	67	74.0	-0.1	0	9	0.00	0.0	0
2020-04-03	83	71	77.0	2.8	0	12	0.00	0.0	0
2020-04-04	85	72	78.5	4.2	0	14	0.00	0.0	0
2020-04-05	84	72	78.0	3.6	0	13	T	0.0	0
2020-04-06	87	74	80.5	5.9	0	16	T	0.0	0
2020-04-07	87	76	81.5	6.8	0	17	0.00	0.0	0
2020-04-08	92	75	83.5	8.7	0	19	0.00	0.0	0
2020-04-09	94	74	84.0	9.1	0	19	0.00	0.0	0
2020-04-10	95	75	85.0	10.0	0	20	0.00	0.0	0
2020-04-11	86	73	79.5	4.4	0	15	1.38	0.0	0
2020-04-12	88	78	83.0	7.7	0	18	0.00	0.0	0
2020-04-13	89	80	84.5	9.1	0	20	0.00	0.0	0
2020-04-14	91	79	85.0	9.5	0	20	0.00	0.0	0
2020-04-15	93	80	86.5	10.9	0	22	T	0.0	0
2020-04-16	91	77	84.0	8.2	0	19	0.00	0.0	0
