2020-03-25	77	55	66.0	-1.1	0	1	0.00	0.0	M
2020-03-26	70	59	64.5	-2.8	0	0	0.00	0.0	M
2020-03-27	66	52	59.0	-8.5	6	0	T	0.0	0
2020-03-28	71	47	59.0	-8.7	6	0	0.00	0.0	0
2020-03-29	77	53	65.0	-2.9	0	0	0.00	0.0	M
2020-03-30	77	53	65.0	-3.2	0	0	0.00	0.0	M
2020-03-31	79	55	67.0	-1.4	0	2	0.00	0.0	0
2020-04-01	85	60	72.5	3.8	0	8	0.00	0.0	M
2020-04-02	85	57	71.0	2.1	0	6	0.00	0.0	M
2020-04-03	84	57	70.5	1.4	0	6	0.00	0.0	M
2020-04-04	84	57	70.5	1.1	0	6	0.00	0.0	0
2020-04-05	86	58	72.0	2.4	0	7	0.00	0.0	M
2020-04-06	85	58	71.5	1.6	0	7	0.00	0.0	M
2020-04-07	84	56	70.0	-0.2	0	5	0.00	0.0	M
2020-04-08	83	58	70.5	0.1	0	6	0.00	0.0	M
2020-04-09	74	54	64.0	-6.7	1	0	0.00	0.0	M
2020-04-10	79	53	66.0	-5.0	0	1	0.00	0.0	M
2020-04-11	71	57	64.0	-7.3	1	0	0.08	0.0	M
2020-04-12	77	52	64.5	-7.0	0	0	0.00	0.0	M
2020-04-13	78	59	68.5	-3.3	0	4	0.00	0.0	0
2020-04-14	80	59	69.5	-2.6	0	5	0.00	0.0	M
2020-04-15	83	55	69.0	-3.4	0	4	0.00	0.0	M
2020-04-16	86	56	71.0	-1.7	0	6	0.00	0.0	M
