2020-03-27	50	37	43.5	1.7	21	0	0.33	0.0	0
2020-03-28	67	44	55.5	13.3	9	0	1.48	0.0	0
2020-03-29	63	44	53.5	11.0	11	0	T	0.0	0
2020-03-30	51	39	45.0	2.1	20	0	T	0.0	0
2020-03-31	43	37	40.0	-3.2	25	0	T	0.0	0
2020-04-01	53	38	45.5	1.9	19	0	0.00	0.0	0
2020-04-02	61	34	47.5	3.6	17	0	T	0.0	0
2020-04-03	70	46	58.0	13.7	7	0	T	0.0	0
2020-04-04	53	37	45.0	0.3	20	0	0.06	0.0	0
2020-04-05	52	35	43.5	-1.5	21	0	0.00	0.0	0
2020-04-06	64	35	49.5	4.1	15	0	T	M	0
2020-04-07	80	51	65.5	19.7	0	1	0.05	0.0	0
2020-04-08	74	48	61.0	14.9	4	0	0.22	0.0	0
2020-04-09	50	36	43.0	-3.5	22	0	T	T	0
2020-04-10	50	33	41.5	-5.4	23	0	0.00	0.0	0
2020-04-11	63	42	52.5	5.3	12	0	0.17	0.0	0
2020-04-12	66	49	57.5	9.9	7	0	0.13	0.0	0
2020-04-13	56	34	45.0	-3.0	20	0	0.02	0.0	0
2020-04-14	41	30	35.5	-12.9	29	0	T	T	0
2020-04-15	40	27	33.5	-15.2	31	0	0.10	1.7	1
2020-04-16	47	28	37.5	-11.6	27	0	0.00	0.0	0
