2020-03-26	64	54	59.0	-1.0	6	0	0.04	0.0	0
2020-03-27	64	50	57.0	-3.1	8	0	0.12	0.0	0
2020-03-28	65	50	57.5	-2.6	7	0	0.00	0.0	0
2020-03-29	67	52	59.5	-0.7	5	0	T	0.0	0
2020-03-30	69	56	62.5	2.2	2	0	0.00	0.0	0
2020-03-31	69	57	63.0	2.6	2	0	0.00	0.0	0
2020-04-01	66	58	62.0	1.6	3	0	0.00	0.0	0
2020-04-02	66	60	63.0	2.5	2	0	0.00	0.0	0
2020-04-03	67	54	60.5	-0.1	4	0	0.00	0.0	0
2020-04-04	66	59	62.5	1.8	2	0	0.00	0.0	0
2020-04-05	67	58	62.5	1.8	2	0	0.19	0.0	0
2020-04-06	67	58	62.5	1.7	2	0	0.75	0.0	0
2020-04-07	65	56	60.5	-0.4	4	0	0.37	0.0	0
2020-04-08	63	54	58.5	-2.5	6	0	0.07	0.0	0
2020-04-09	64	55	59.5	-1.6	5	0	1.16	0.0	0
2020-04-10	60	55	57.5	-3.7	7	0	1.04	0.0	0
2020-04-11	66	51	58.5	-2.8	6	0	0.01	0.0	0
2020-04-12	64	58	61.0	-0.4	4	0	T	0.0	0
2020-04-13	65	58	61.5	0.1	3	0	0.06	0.0	0
2020-04-14	69	59	64.0	2.5	1	0	T	0.0	0
2020-04-15	76	54	65.0	3.4	0	0	0.00	0.0	0
2020-04-16	74	53	63.5	1.8	1	0	0.00	0.0	0
