2020-03-26	59	35	47.0	0.2	18	0	0.00	0.0	0
2020-03-27	69	49	59.0	11.9	6	0	T	0.0	0
2020-03-28	54	47	50.5	3.0	14	0	1.14	0.0	0
2020-03-29	53	47	50.0	2.2	15	0	T	0.0	0
2020-03-30	60	45	52.5	4.3	12	0	0.06	0.0	0
2020-03-31	48	41	44.5	-4.0	20	0	T	0.0	M
2020-04-01	56	40	48.0	-0.9	17	0	0.00	0.0	0
2020-04-02	58	40	49.0	-0.3	16	0	0.00	0.0	0
2020-04-03	58	48	53.0	3.4	12	0	T	0.0	0
2020-04-04	57	48	52.5	2.5	12	0	T	0.0	0
2020-04-05	67	43	55.0	4.7	10	0	0.00	0.0	0
2020-04-06	66	49	57.5	6.8	7	0	T	0.0	0
2020-04-07	66	44	55.0	4.0	10	0	0.00	0.0	0
2020-04-08	75	48	61.5	10.1	3	0	0.27	0.0	0
2020-04-09	67	45	56.0	4.3	9	0	0.05	0.0	0
2020-04-10	50	40	45.0	-7.1	20	0	0.00	0.0	0
2020-04-11	57	36	46.5	-6.0	18	0	0.00	0.0	0
2020-04-12	69	39	54.0	1.2	11	0	0.07	0.0	0
2020-04-13	72	53	62.5	9.3	2	0	1.62	0.0	0
2020-04-14	58	45	51.5	-2.0	13	0	T	0.0	0
2020-04-15	52	40	46.0	-7.9	19	0	0.03	0.0	0
2020-04-16	50	40	45.0	-9.2	20	0	0.00	0.0	0
