2020-03-26	60	38	49.0	3.4	16	0	0.00	0.0	0
2020-03-27	69	50	59.5	13.5	5	0	T	0.0	0
2020-03-28	54	44	49.0	2.6	16	0	0.45	0.0	0
2020-03-29	47	44	45.5	-1.2	19	0	0.05	0.0	0
2020-03-30	52	41	46.5	-0.6	18	0	0.04	0.0	0
2020-03-31	49	41	45.0	-2.5	20	0	0.06	0.0	0
2020-04-01	56	38	47.0	-0.8	18	0	0.00	0.0	0
2020-04-02	58	38	48.0	-0.2	17	0	0.00	0.0	0
2020-04-03	52	45	48.5	-0.1	16	0	0.13	0.0	0
2020-04-04	62	46	54.0	5.1	11	0	0.02	0.0	0
2020-04-05	65	47	56.0	6.7	9	0	0.00	0.0	0
2020-04-06	66	49	57.5	7.8	7	0	0.07	0.0	0
2020-04-07	68	52	60.0	10.0	5	0	0.00	0.0	0
2020-04-08	64	49	56.5	6.1	8	0	0.20	0.0	0
2020-04-09	59	43	51.0	0.2	14	0	0.12	0.0	0
2020-04-10	49	37	43.0	-8.1	22	0	0.01	T	0
2020-04-11	56	38	47.0	-4.5	18	0	0.00	0.0	0
2020-04-12	63	44	53.5	1.6	11	0	0.00	0.0	0
2020-04-13	67	53	60.0	7.8	5	0	1.92	0.0	0
2020-04-14	60	47	53.5	0.9	11	0	T	0.0	0
2020-04-15	54	42	48.0	-4.9	17	0	T	0.0	0
2020-04-16	50	38	44.0	-9.3	21	0	0.00	0.0	0
