2020-03-25	90	71	80.5	15.8	0	16	0.00	0.0	0
2020-03-26	88	68	78.0	13.1	0	13	0.00	0.0	0
2020-03-27	90	67	78.5	13.4	0	14	0.00	0.0	0
2020-03-28	81	58	69.5	4.1	0	5	0.04	0.0	0
2020-03-29	81	54	67.5	1.9	0	3	0.00	0.0	0
2020-03-30	83	64	73.5	7.7	0	9	0.02	0.0	0
2020-03-31	76	56	66.0	0.0	0	1	0.00	0.0	0
2020-04-01	75	52	63.5	-2.7	1	0	0.00	0.0	0
2020-04-02	75	59	67.0	0.6	0	2	T	0.0	0
2020-04-03	82	65	73.5	6.9	0	9	0.56	0.0	0
2020-04-04	68	54	61.0	-5.8	4	0	0.78	0.0	0
2020-04-05	74	58	66.0	-1.1	0	1	0.00	0.0	0
2020-04-06	77	64	70.5	3.2	0	6	0.27	0.0	0
2020-04-07	87	72	79.5	12.0	0	15	T	0.0	0
2020-04-08	88	72	80.0	12.3	0	15	T	0.0	0
2020-04-09	91	67	79.0	11.1	0	14	1.57	0.0	0
2020-04-10	74	62	68.0	-0.2	0	3	0.00	0.0	0
2020-04-11	77	59	68.0	-0.4	0	3	T	0.0	0
2020-04-12	92	66	79.0	10.4	0	14	0.01	0.0	0
2020-04-13	70	51	60.5	-8.3	4	0	0.00	0.0	0
2020-04-14	71	48	59.5	-9.6	5	0	0.00	0.0	0
2020-04-15	72	47	59.5	-9.8	5	0	0.00	0.0	0
2020-04-16	75	48	61.5	-8.0	3	0	0.00	0.0	0
